unit_index,kind,name,source_path,source_sha256,oracle_compile,oracle_run,oracle_exit,candidate_prepare,candidate_run,candidate_exit,raw_stdout,canonical_stdout,generated_files,exit_status,verdict_counts,final_classification,reason_code,nondeterministic,first_failure_line
0,"COBOL","EXEC85","EXEC85.cob",14d36d21a8e16995057cc1238c3f84d07e7ecf9c00de76bc84231ebcdb35102a,"pass","harness-blocked",,"reject-unsupported","not-run",2,"","","","","",HARNESS_BLOCKED,"EXEC85_DRIVER_REQUIRES_MODULE_LIBRARY",no,""
1,"CLBRY","ALTL1","copybooks/ALTL1.cpy",60665540f71e1ceaa89544115b5650239dc544d9e92855d8a8a38fe2cd1c93de,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
2,"CLBRY","ALTLB","copybooks/ALTLB.cpy",c2acd7fd4d85395820db92c333047f2f39b1f79f4494a2e22b01b958ec8a9c16,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
3,"COBOL","CM101M","CM101M.cob",3dae5b10685c7d3c018ce3d7931ef31f18a5d21e3b0a4f80d3d18f484d7e5fa2,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_CM101M_COB_231_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_CM101M_COB_231_ERROR"
4,"COBOL","CM102M","CM102M.cob",3fa7e4d5d355f3bb9f96b210f3b6560e461eaf0a0f3dd850a975571dc05bc375,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_CM102M_COB_279_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_CM102M_COB_279_ERROR"
5,"COBOL","CM103M","CM103M.cob",6675b18e9b133d1edfce4d05fa5bc1ed9276a8f02b86523f25fbef928d3b5f89,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_CM103M_COB_182_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_CM103M_COB_182_ERROR"
6,"COBOL","CM104M","CM104M.cob",48f97619cc3e14d2df1c45f46a936b221806179717e8187979b1d4704c500ee2,"error","not-applicable",,"reject-unsupported","not-run",2,"","","","","",ORACLE_COMPILE_ERROR,"COBC_CRASHED",no,""
7,"COBOL","CM105M","CM105M.cob",9bee3ab0c2988e6c50d5522ad38f68520109f19461dba86b5f85c01ec8497a9e,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_CM105M_COB_176_ERROR",no,"WORK_RUN_MATERIALIZED_ADAPTED_CM105M_COB_176_ERROR"
8,"COBOL","CM201M","CM201M.cob",f39c16224ee53ab92e0ebee7b541544dc0e3b2b659dc5c9aaa6b9726e84fd463,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNSUPPORTED_LEVEL_NUMBER_COMMUNICATION",no,"cobrun: unsupported: unsupported level number COMMUNICATION"
9,"COBOL","CM202M","CM202M.cob",d36ec319af1d20c0fc124b9d13e3a4f0543aa8b5d79267f696b243e2353f7730,"error","not-applicable",,"reject-unsupported","not-run",2,"","","","","",ORACLE_COMPILE_ERROR,"COBC_CRASHED",no,""
10,"COBOL","CM303M","CM303M.cob",53bdcff696a7a568eee5cf26e661ce507527a86da1514b7c5cfddacb999665c3,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_DISABLE_GNUCOBOL_DOES_NOT_IMPLEMENT_THE",no,"cobrun: unsupported: DISABLE: GnuCOBOL 3.2 does not implement the COMMUNICATION SECTION -- the oracle itself cannot run it (boundary non-claim)"
11,"COBOL","CM401M","CM401M.cob",8224013f08200729f2fad707b3a40332d22d6dcd6ab4521fca9dfd66ab7d201b,"reject","not-applicable",,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",ORACLE_COMPILE_REJECT,"WORK_RUN_MATERIALIZED_ADAPTED_CM401M_COB_ERROR_NOT",no,"WORK_RUN_MATERIALIZED_ADAPTED_CM401M_COB_ERROR_NOT"
12,"COBOL","DB101A","DB101A.cob",a29ecf5add7825e91abc0f0eb331726e04ab74bbb9ab2a084b73b6282c2a2291,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","match",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
13,"COBOL","DB102A","DB102A.cob",6beb25eecbb0d484572d1ce0d563f67bb506a0d17cb96dd20024bbd05fa60008,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","match",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
14,"COBOL","DB103M","DB103M.cob",3a1b642a30bb7f3d6e6ebd47ec9265d953f2a81cdd87377b0dcd1f388fb1c6e3,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
15,"COBOL","DB104A","DB104A.cob",66cdcfc64fd92442ea2dcc9ea2b8ab07d325080fd99d9c5ab9e3f8a117a96c86,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_XRECORD_NUMBER",no,"cobrun: undefined data name: XRECORD-NUMBER(1)"
16,"COBOL","DB105A","DB105A.cob",4632473eda5b6f09d12b87a8a86366a7258a9ecc3c361019d0e06fd82d205bca,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNSUPPORTED_LEVEL_NUMBER_FEATURE",no,"cobrun: unsupported: unsupported level number FEATURE"
17,"COBOL","DB201A","DB201A.cob",424358c30ea1eb5a254bbc93cb306217a411fad0e3c33cd1433dbe3d1a6243d8,"pass","pass",0,"reject-runtime-boundary","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_RUNTIME_BOUNDARY,"COBRUN_RUNTIME_ERROR_PERFORM_VARYING_EXCEEDED_1E6_ITERATIONS",no,"cobrun: runtime error: PERFORM VARYING exceeded 1e6 iterations"
18,"COBOL","DB202A","DB202A.cob",49ae2e1e57865f02dd4f8201f9c2e4dbd556b1e57d005d0004d4412e042b5dfc,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_XRECORD_NUMBER",no,"cobrun: undefined data name: XRECORD-NUMBER(1)"
19,"COBOL","DB203A","DB203A.cob",95ba34b66cd66cfdbdf49e6c4ba740cf36e43f5d4260fb4245bb52224e8de6dd,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_BORTED",no,"cobrun: undefined data name: BORTED"
20,"COBOL","DB204A","DB204A.cob",25dd38db20401a2b8627b449b80666cab034f8a971fcfbbe196fa7a62cacc8f3,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_XRECORD_NUMBER",no,"cobrun: undefined data name: XRECORD-NUMBER(1)"
21,"COBOL","DB205A","DB205A.cob",f28a5d9af86e84efbd153070248f94a1589bf513f1609b98f7143cdd46e7c796,"pass","timeout",124,"reject-unsupported","not-run",2,"","","","","",ORACLE_TIMEOUT,"ORACLE_RUN_TIMEOUT",no,""
22,"COBOL","DB301M","DB301M.cob",b493beee4e0b0e690579aad1fe17c468b9fd9a989e5cf9618d2110f3a6238bec,"pass","pass",0,"accepted","pass",0,"match","match","match","match","not_comparable",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
23,"COBOL","DB302M","DB302M.cob",56823f1584e5f562ff5de6649cbfedc51fceb82ab5b3c270f13a16ee5006a08e,"pass","pass",0,"accepted","pass",0,"match","match","match","match","not_comparable",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
24,"COBOL","DB303M","DB303M.cob",74d53d3a08c9cd697947cd898d6b457d3233b5263595c4769f173757e00f1e64,"pass","pass",0,"accepted","pass",0,"match","match","match","match","not_comparable",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
25,"COBOL","DB304M","DB304M.cob",cdbaabe0df4ba5e21ec2d360a9272c05f8b6565e38374f895fb415ff9b81aa15,"pass","pass",0,"accepted","pass",0,"match","match","match","match","not_comparable",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
26,"COBOL","DB305M","DB305M.cob",ff240647eeff238499ebffb315e817962e848772a1177bac1b5fc6ff33d45fd6,"pass","pass",0,"accepted","pass",0,"match","match","match","match","not_comparable",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
27,"COBOL","IC101A","IC101A.cob",8c00cfb10b8a1c9037e2433cc1d55e74b3967ba9a6bdefa18698c8ade57a35a6,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
28,"COBOL","IC102A","IC102A.cob",6a686535ee863d4775f5fc545325566e2fac651f23fc1a8b37dc2b7150a1bfa4,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
29,"COBOL","IC103A","IC103A.cob",39f8d1776d57a27de2a46a3b2676796ccd6bfcf6c79b9a7db079aae6cb14e221,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_FIELD",no,"cobrun: undefined data name: AN-FIELD"
30,"COBOL","IC104A","IC104A.cob",eb8b6dddbc7225a36c9aa6f3ca103dcb021cf1234588e26d3d2c11f07bc945b4,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
31,"COBOL","IC105A","IC105A.cob",9b71ce0d551419b89f0f6c04960cac8d5a1ce591ab5205215d9558005186d74d,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
32,"COBOL","IC106A","IC106A.cob",8671b410fb6e5c8397717fab187019db91e0f0441b870050855aca678873e794,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_IN3",no,"cobrun: undefined data name: IN3"
33,"COBOL","IC107A","IC107A.cob",5129509dc14de531dba743448fa58664cca1bb91830187123e73f635c1b94a3c,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
34,"COBOL","IC108A","IC108A.cob",eaf174e58bed8018f854a47050bbae019c46f4d11c8248234b029d2079c81d1c,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_DN1",no,"cobrun: undefined data name: DN1"
35,"COBOL","IC109A","IC109A.cob",3e7debe005b2dd3897ce856baef2d1ad6d1cac18fc92b4b602210132e2fb931b,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
36,"COBOL","IC110A","IC110A.cob",0dd4b8fe06c77782fcd278fc71e69c23120ed701edea62c596afdc921fac601f,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
37,"COBOL","IC111A","IC111A.cob",7b7da383a68025b876557b5b8cf30d5d9b0916879de0447ab6d2ec2837676206,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
38,"COBOL","IC112A","IC112A.cob",8827760d60d443fffdbb2c96dc36f26a393251c66a5e00fbbd7014892cd4404b,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_FILE_RECORD_INFO_120",no,"cobrun: undefined data name: FILE-RECORD-INFO-P1-120"
39,"COBOL","IC113A","IC113A.cob",3c3398efd7f4f32752703e40fa17330e3207edd5296c0289aa584a54128b0439,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
40,"COBOL","IC114A","IC114A.cob",90e33be30643a261c0297453149ba2b38510a9ac1f28fc3dccd54914de1ef4a4,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file SQ-FS3 ('000649')"
41,"COBOL","IC115A","IC115A.cob",c259a4ddfa344f40458cfcae86cfe41bb9cab6023db7ee70cc880619b48157f4,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
42,"COBOL","IC116M","IC116M.cob",98f79e33d1fb5ab257c258313c866477a94c8b6c8dcb799fe206f7fd943df5e4,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
43,"COBOL","IC117M","IC117M.cob",5bbca8325b20ba66cfaf747aa2e294d74149acf1794ca5e0167c1c969a2fd54c,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
44,"COBOL","IC118M","IC118M.cob",7affbd048dcd10a1fefec9fe699804c16dfb45677e46b0e4d5c147ec0a0559f7,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
45,"COBOL","IC201A","IC201A.cob",59d9981f81999fa3d6c9c31ed540a0002a5713b950466b3e2fd88b3f96f6c9d9,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNRECOGNIZED_USAGE_COMPUTATIONAL",no,"cobrun: unsupported: unrecognized USAGE COMPUTATIONAL,"
46,"COBOL","IC202A","IC202A.cob",b3f28b5c62a32a7bd855179848dd9cd3d8a1aa60a1ad4397e0fbf11699bb5218,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
47,"COBOL","IC203A","IC203A.cob",df530632f74578a2e896c60f5bad8c0179a2773670f8253c8e580120902d99ae,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_DN2",no,"cobrun: undefined data name: DN2,"
48,"COBOL","IC204A","IC204A.cob",1048e510eab59f2199b40fa0fee9d8fd22a71a268dbb316de1ff6cc13088b37c,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
49,"COBOL","IC205A","IC205A.cob",b81eae1c834979f6832c31641fd40df329cd13bb8fd8aaac35df6f4396410198,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
50,"COBOL","IC206A","IC206A.cob",cbe879c95b3b5fc210c7b83594e82143e3e3659394864a3107d4a81e9f2c3ebd,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
51,"COBOL","IC207A","IC207A.cob",7e4100c44821619aa131cbca24e326ea54bd907701e5a94a0c06c265134ec204,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CALL_ID1_NOT_CONTAINED_PROGRAM_EXTERNAL",no,"cobrun: unsupported: CALL ""ID1"": not a contained program (external CALL is a boundary)"
52,"COBOL","IC208A","IC208A.cob",a779b6792dd3eb53b4b20ff9aabee447eb2ebd8a5b02c896c35c99c1f4d8415e,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
53,"COBOL","IC209A","IC209A.cob",65d4f080a7925adbf877be7fe0f7650024b35af2f865213a2301fa35d5344866,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_TEST1",no,"cobrun: undefined data name: TEST1"
54,"COBOL","IC210A","IC210A.cob",0b64dd8edbf1d478cc9814a8add01b7c73d1d012a4215570b78c56d0f5ec0e4a,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
55,"COBOL","IC211A","IC211A.cob",96f3d05759064972af16ef06dd2a0a563f7b39bb6ab4d9d558b311b7f61f5e1f,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
56,"COBOL","IC212A","IC212A.cob",fa431555569d0838ae64f49ccf0f0b1f3f43a6051d8c6bdfdbd13f76ffc5585d,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
57,"COBOL","IC213A","IC213A.cob",c70c2810ead41b9c6238defd7772e801b0d370a28cf6f3c35ef7689b23bab351,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_DN2",no,"cobrun: undefined data name: DN2,"
58,"COBOL","IC214A","IC214A.cob",6dcdf436731d822c808579c2bc7a948721faf1dc2720a5aa8b11c0c5607b8917,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
59,"COBOL","IC215A","IC215A.cob",c05dd7fbb6136205503a8045f2714dac8a9d99823c08dc431d55ccab21634a3f,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
60,"COBOL","IC216A","IC216A.cob",1aac10849c4e5b870297d78cc8ca26991d1b4bd5911702661b7bfb1727b1a57b,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_DN1",no,"cobrun: undefined data name: DN1,"
61,"COBOL","IC217A","IC217A.cob",e9a46a36c123edf9b187a3b3e29b4d45ffe9189f7c3dfd131dba796eeeb0a75a,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
62,"COBOL","IC222A","IC222A.cob",ee2b39fbf6e45ae76230d273d6836c4f4df50bb00672c8839c4ca6b935004327,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNRECOGNIZED_USAGE_COMPUTATIONAL",no,"cobrun: unsupported: unrecognized USAGE COMPUTATIONAL,"
63,"COBOL","IC223A","IC223A.cob",a801bb3b5b07354779f7a7bb0c79bdabd73426af0c8622ba5b6dc9fdff25ce33,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNRECOGNIZED_USAGE_COMPUTATIONAL",no,"cobrun: unsupported: unrecognized USAGE COMPUTATIONAL,"
64,"COBOL","IC224A","IC224A.cob",9c4d8c192f15b5dce9c34c902274ab0182bf9a488a745d2985f25b4fc234646a,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNRECOGNIZED_USAGE_COMPUTATIONAL",no,"cobrun: unsupported: unrecognized USAGE COMPUTATIONAL,"
65,"COBOL","IC225A","IC225A.cob",66d84ab1fbc68187139581f4ecfd16d740a6cd1c334924f1feba3a394ab1d235,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNRECOGNIZED_USAGE_COMPUTATIONAL",no,"cobrun: unsupported: unrecognized USAGE COMPUTATIONAL,"
66,"COBOL","IC226A","IC226A.cob",37ff03bf38822b7c3055d6483ae62605355f41fad3131bf90198e28be574d7ea,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
67,"COBOL","IC227A","IC227A.cob",99a73a695d47b8cc957ce08d6033486ebc29f8a7dd483f01f63dbd3b727b7acd,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CALL_ID1_NOT_CONTAINED_PROGRAM_EXTERNAL",no,"cobrun: unsupported: CALL ""ID1"": not a contained program (external CALL is a boundary)"
68,"COBOL","IC228A","IC228A.cob",3fab592cdbd2805e604900e450744cdedb6cbfd26d43f31b3650b6ef6218084f,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_GLO_DATA",no,"cobrun: undefined data name: GLO-DATA-1"
69,"COBOL","IC233A","IC233A.cob",efefbccaa411110a15725bca679579ebde477ed8471869db67530d622bb99cc6,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_OPEN_TEST_FILE_NOT_DECLARED_FILE",no,"cobrun: unsupported: OPEN: `TEST-FILE` is not a declared file"
70,"COBOL","IC234A","IC234A.cob",b04b6a339014284a40f7e34f8ba362b8809cd8d99030d3d5f0ba24a6c8b21f4b,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
71,"COBOL","IC235A","IC235A.cob",d5f3aaf50f7ad0e218ecdb32947bea7670dc48297f7f874c08b067748e044c8b,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_SUBSCRIPTED_DATA",no,"cobrun: undefined data name: SUBSCRIPTED-DATA(4)"
72,"COBOL","IC237A","IC237A.cob",e1a05eb195a5e7e970ae1b91738dd027081b18c2961bfd282c218ab9a2b279d3,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL",no,"cobrun: unsupported: not a numeric literal: L-A1"
73,"COBOL","IC401M","IC401M.cob",b2785ba9f79c7f52d9e4ce9d65253afbf4b96b391cf9ed68983d2c88b5b8ca0a,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: module 'FIC401M' not found"
74,"COBOL","IF101A","IF101A.cob",2e46fbd4b85a8232bf2533303235b1fc85b2963b9f9ca98023d0ae8e5a814aae,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CONDITION_UNRECOGNIZED_RELATIONAL_OPERATOR_EXPECTED_GREATER",no,"cobrun: unsupported: condition: unrecognized relational operator (expected = > < >= <= <> GREATER LESS EQUAL)"
75,"COBOL","IF102A","IF102A.cob",6b8bff86bc9cf1e1c0e1404b615aff38a185072b978f62b93b3799e5dbce6dd7,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_CONDITION_UNRECOGNIZED_RELATIONAL_OPERATOR_EXPECTED_GREATER",no,"cobrun: unsupported: condition: unrecognized relational operator (expected = > < >= <= <> GREATER LESS EQUAL)"
