unit_index,kind,name,source_path,source_sha256,oracle_compile,oracle_run,oracle_exit,candidate_prepare,candidate_run,candidate_exit,raw_stdout,canonical_stdout,generated_files,exit_status,verdict_counts,final_classification,reason_code,nondeterministic,first_failure_line
307,"COBOL","OBIC1A","OBIC1A.cob",45fd1c699eeb80d9c08701f56f4a1911d006a0284de776d89e6562d89081ee9e,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_SECT_IC219_0001",no,"cobrun: unsupported: verb SECT-IC219-0001"
308,"COBOL","OBIC2A","OBIC2A.cob",13b947cf2be9b98002ccdc59fc499f82f8ad05feb5940c325a6d05a061f964d7,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
309,"COBOL","OBIC3A","OBIC3A.cob",f02ee89db4777d019b27c92896b19dc98b078e4b2444c2804539e53c3ce1976c,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
310,"COBOL","OBNC1M","OBNC1M.cob",8eb7f7d022ad8f6410dd33d7f5c602094a0d0b9c204a65d16e3f6511fec951bf,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","not_comparable",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
311,"COBOL","OBNC2M","OBNC2M.cob",d922bb30646aa0f56388e9fb53cdea213fa21cd8535ee28a4d5124549e2f1ccf,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_ALL",no,"cobrun: unsupported: not a numeric literal: ALL"
312,"COBOL","OBSQ1A","OBSQ1A.cob",6e84b5f2901ff95e4fd3c853378945466ad1bffa6a30e677c309cebbd62aeb7c,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000750')"
313,"COBOL","OBSQ3A","OBSQ3A.cob",89b45465e2d7306279bd1d2cdf0b289429fbae313bc4a95b715b910c3d3b7988,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000750')"
314,"COBOL","OBSQ4A","OBSQ4A.cob",a3d8710d90ea4f9e383b570ef78c5e4b8bb6f1690df33ca38f4f8515bcf6af1a,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
315,"COBOL","OBSQ5A","OBSQ5A.cob",a6af07189acccb9bab178abf26ff58a4fdd127a15c0bdf9ea87c0b15f0fa3908,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
316,"COBOL","RL101A","RL101A.cob",58da7b805914b8994ce4a02818afa9a8e0d62314fb05a1667926af19be88b320,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(1)"
317,"COBOL","RL102A","RL102A.cob",16d869c306369467660a2c8dd03b68759a38e5c2ac90376d7ad6fe6932fa8162,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
318,"COBOL","RL103A","RL103A.cob",35c8290ecf2bb4b7814594383cc7b274d58b3656529f5b06bd93a0384f9c18c5,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
319,"COBOL","RL104A","RL104A.cob",c3f42912fd84d622254cb31849cb109311dac2fa4db5867a4c0a1d648caf519e,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(2)"
320,"COBOL","RL105A","RL105A.cob",5bebee30cf2bdfb1ea50fbd0909e809309663fd1d01e887232004df3e6074869,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
321,"COBOL","RL106A","RL106A.cob",b095f6cbecd5e92ffee56c9eb312b13ca7a7c6e6340b57686b1b9913021906eb,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
322,"COBOL","RL107A","RL107A.cob",82c4d427d164cd40840e43f2493b0f5432200e7d5d57a01702d8f1f0721c72ba,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
323,"COBOL","RL108A","RL108A.cob",ba905caa3197fc9ef09efc3a737eb150325778c1ff569565f3beeafab7420786,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(1)"
324,"COBOL","RL109A","RL109A.cob",8fec24ac4dea7ac9cec8af901d80fc9ae76c49c48c9a101cc265d6f692338092,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
325,"COBOL","RL110A","RL110A.cob",a5c355658b8d818721fb6452f3febf5aabce0753661006a29e55329be53b95a4,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
326,"COBOL","RL111A","RL111A.cob",6619d2908e4a25f74c484351ec7bef7b31bd372bbdea33ee270434611b785829,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(2)"
327,"COBOL","RL112A","RL112A.cob",db04991fb07b8a09c0aeb142e8b551c662feb9a8ccdd09591a53b14cee7a0d7e,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(2)"
328,"COBOL","RL113A","RL113A.cob",72a4e5175130c57ebd78bcef9acfc23df188536700b9f41bbcff8da8d5b88d13,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(2)"
329,"COBOL","RL114A","RL114A.cob",eb3921ed094d8d130c47920a4a67317548efe0f3f2dd1fbb1cbb62f3f084848a,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(2)"
330,"COBOL","RL115A","RL115A.cob",d7bbefb27387dfee6f55ef168ef6e766949c467b383a1bcefe765e5dd8507e0c,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(2)"
331,"COBOL","RL116A","RL116A.cob",83204c5f63d15d5f2612aa3248ced8862e7d11de3a203c92caddf60a18fe254f,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(2)"
332,"COBOL","RL117A","RL117A.cob",cba9b3973368371c93ef4b7809c9617b3a6de830f66c32870446c114dfb34847,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(2)"
333,"COBOL","RL118A","RL118A.cob",78cf57b9c2e9535fc5936a5d70d0f8dc8117751efb96160f07b1e237e9968e2e,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_XRECORD_NUMBER",no,"cobrun: undefined data name: XRECORD-NUMBER(2)"
334,"COBOL","RL119A","RL119A.cob",2fad31a35f2ac10bfeaa63492a8c517dba18d0bf641b7db7004a494f4271e409,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
335,"COBOL","RL201A","RL201A.cob",cba1e7a66224702b12a3ef11867115dd9396408f13e14a86bf767fd300bd6236,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(1)"
336,"COBOL","RL202A","RL202A.cob",df08e88e2cef8fa5f326bbc0c42eb6d173833c9bd4d528f5fb991e3260505584,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
337,"COBOL","RL203A","RL203A.cob",492110ed77f1324416ff75d357cc8a35467eb886e1f56ddedfe7facfb386ff40,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
338,"COBOL","RL204A","RL204A.cob",8d49b6493e269ec368bcdfeb563ed3b997b0053ef83fae6daea8968471039736,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(2)"
339,"COBOL","RL205A","RL205A.cob",39abd10ae759173382134e3c1bbaa6fad84fcd841717dd0ececf1bc82a31b082,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_XRECORD_NUMBER",no,"cobrun: undefined data name: XRECORD-NUMBER(1)"
340,"COBOL","RL206A","RL206A.cob",7d8cbf1ef7dfc89ae19f38283125aa315e205707280ef7d86293efd924c038f0,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(1)"
341,"COBOL","RL207A","RL207A.cob",7771c156ad830db739e0c4f3d59ea46a5e8611f9450bb7e14b11ca088d0f34e8,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
342,"COBOL","RL208A","RL208A.cob",d9c69d81cb6294be7efb788852ca27eaad3a98431bfc9627ff67c9f2ec73d24f,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
343,"COBOL","RL209A","RL209A.cob",2d92eab72ee408265d8d456704384a14d62ba3dce72b80ce4eb6e2bead22cf9b,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(1)"
344,"COBOL","RL210A","RL210A.cob",29ac8fc97b20d8ecc0f59bf45310285344eca47ac36515518124820c300e9280,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(1)"
345,"COBOL","RL211A","RL211A.cob",e6bc24aab262dc0e47fcd7f42cf7857527c571cd42304e1a4ea4f7167009446a,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RL-VS1 ('FILE=RL-VS1,RECORD=R1-F-G' => FILE=RL-VS1,RECORD=R1-F-G/0,RECNO=000500,UPDT=00,ODO=0000,PGM=RL211,LRECL=000120,BLKSIZRC=0001,LFIL=000500,ORG=RL,LB021ABCDEFGHIJKLMNOPQRSTU)"
346,"COBOL","RL212A","RL212A.cob",238c047d332c21c33d1a9608562f5e442378575e2975653be92cee2a6707a889,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_FILE_RECORD_INFO",no,"cobrun: unsupported: not a numeric literal: FILE-RECORD-INFO-P1-120(1)"
347,"COBOL","RL213A","RL213A.cob",d38fc0513ca016a5eb3f0cbff52bd0c2e07db5fe840531c7730b393692ef8351,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
348,"COBOL","RL301M","RL301M.cob",0332d5a6c14d377056d11f682395a72c82aa62a8d1f5467c0850db1635471082,"pass","fail",1,"reject-runtime-boundary","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file TFIL ('XXXXX021')"
349,"COBOL","RL302M","RL302M.cob",c396be343e77993d34846cea8d06b53d8fb41906385b6823ac19ca63ff8160dd,"pass","pass",0,"accepted","pass",0,"match","match","match","match","not_comparable",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
350,"COBOL","RL401M","RL401M.cob",cda51176ef203ad0df587c98bf948e35b9434718b4f6e085bd485a0613ce860b,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: unknown file error (status = 38) for file TFIL ('XXXXX021')"
351,"COBOL","RW101A","RW101A.cob",3031f5ecf2c5f3d90e652634a1b072b835716fe2a374d9e76b2676d296c5b408,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_LINE_COUNTER",no,"cobrun: unsupported: not a numeric literal: LINE-COUNTER"
352,"COBOL","RW102A","RW102A.cob",f3b77db1e0a6b70c5a17e5ec13fcecd135dcfc47d137ac7c6e12a6b03295ce92,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_LINE_COUNTER",no,"cobrun: unsupported: not a numeric literal: LINE-COUNTER"
353,"COBOL","RW103A","RW103A.cob",6fa2bcac1fccbe00aa96605f99e0ff8228721d7f23026967954b9df69fe9f03f,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_LINE_COUNTER",no,"cobrun: unsupported: not a numeric literal: LINE-COUNTER"
354,"COBOL","RW104A","RW104A.cob",222eaa0253c61da554acb584bbee820f47cc0872b903a7f8878014179586c9d7,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_LINE_COUNTER",no,"cobrun: unsupported: not a numeric literal: LINE-COUNTER"
355,"COBOL","RW301M","RW301M.cob",77c81c7ed6b9d76cf5d7a289aee9f7339752070f993376b15e3c8774699f2a68,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file TFIL ('XXXXX001')"
356,"COBOL","RW302M","RW302M.cob",c16e2204671c9db34e03c0b035f1bc7913f94e15178bcde542a4dde5b4f4f21e,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file TFIL ('XXXXX001')"
357,"COBOL","SG101A","SG101A.cob",bf34526ccd2c1f5bb2c89d5045a764609035655553c8fd21b1a4f44b69e77e23,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_SECT_001",no,"cobrun: unsupported: verb SECT-SG-01-001"
358,"COBOL","SG102A","SG102A.cob",1db4fe586cfe4dd3ee7fd7b82fe7bfd70f8f38e482090789d7bc60e4594eaf03,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_SECT_001",no,"cobrun: unsupported: verb SECT-SG-02-001"
359,"COBOL","SG103A","SG103A.cob",1018c09ce3256e6da5bfbd38692316f0217b7099ec1f51e48a93315225ed1831,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_SEC20",no,"cobrun: unsupported: verb SEC20"
360,"COBOL","SG104A","SG104A.cob",908480a57a0aa9a1b53c0404bec5ee61af54788d3987ab5debefcdd1c50a23c0,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_SORT_PARA",no,"cobrun: unsupported: verb SORT-PARA"
361,"COBOL","SG105A","SG105A.cob",5a4f5b9684652e62b96c1299fc1ccbeddce524a67dd08516ad21243328f7aef7,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_SORT_PARA",no,"cobrun: unsupported: verb SORT-PARA"
362,"COBOL","SG106A","SG106A.cob",4800b14ac0d9e891a7d440fc8d760957dde96e6de2b5286c017d535211c343c1,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_SORT_PARA",no,"cobrun: unsupported: verb SORT-PARA"
363,"COBOL","SG201A","SG201A.cob",346b8f80dce3df72e01a86387e068af648780e30691e64377a8d54ede8c81858,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_HOUSEKEEPING",no,"cobrun: unsupported: verb HOUSEKEEPING"
364,"COBOL","SG202A","SG202A.cob",e69d3599a9499c6e47570511ec7cefbfe1655e30bf22c408f51ac1a00ed4a773,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_SEC40",no,"cobrun: unsupported: verb SEC40"
365,"COBOL","SG203A","SG203A.cob",6bab93598026e11f6da72fc88c6585c8f41472265b7ad7a520c2af4eb26b447b,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_SECT_001",no,"cobrun: unsupported: verb SECT-SG-03-001"
366,"COBOL","SG204A","SG204A.cob",10fe981f53f431773ccfdf5f371fa51623a42d451e3c9973baa0b692421c980f,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_SORT_MERGE_KEY_NOT_FIELD_THE",no,"cobrun: unsupported: SORT/MERGE KEY `S1-1` is not a field of the sort record"
367,"COBOL","SG302M","SG302M.cob",65a858c33b01afeefb0531875c034aa5f9e34ff94ddab24409d97ae6060bde31,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_BEANO",no,"cobrun: unsupported: verb BEANO"
368,"COBOL","SG303M","SG303M.cob",9527c98f8f5050ab855777b8d8869a31951f4d9e53f5682922d2c47a3910c764,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_NUMBER1",no,"cobrun: unsupported: verb NUMBER1"
369,"COBOL","SG401M","SG401M.cob",a30a3bc3e0ea81792190d96b36a37b720b6cd06848fe6251509795140bae5256,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_VERB_NUMBER1",no,"cobrun: unsupported: verb NUMBER1"
370,"COBOL","SM101A","SM101A.cob",3e3c628b7f343b2bc7496086af3b9baad1896834e2d52f22b6a66f05d105718c,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNSUPPORTED_LEVEL_NUMBER_14003",no,"cobrun: unsupported: unsupported level number 14003"
371,"COBOL","SM102A","SM102A.cob",7a7b14d44963143656dbee4fa1af5fbf5457da4139907d890f57d36f640f2fce,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
372,"COBOL","SM103A","SM103A.cob",706ee9ed02e843dbe80f2e6e591dc983f842a939e8330f33f01a08bd718548bd,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_12345678",no,"cobrun: unsupported: not a numeric literal: 12345678,91"
373,"COBOL","SM104A","SM104A.cob",0385f7a72b53cc9f506c007607d32deedece2a5238da1c698c15d156a4c51b93,"bound-to-main","not-applicable",,"bound-to-main","not-applicable",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"SUBPROGRAM_BOUND_TO_MAIN",no,""
374,"COBOL","SM105A","SM105A.cob",ca07ce4a51370711ec0d93ba3cb0f14559c14bcf7f21ccad3640d27ff2d75c42,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNSUPPORTED_LEVEL_NUMBER_COPY",no,"cobrun: unsupported: unsupported level number COPY"
375,"COBOL","SM106A","SM106A.cob",254bf7a2a14d31eb03f97aaf5d6cab8be9233ea811f72e32088abcb45b9ecd0f,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PROCEDURE_DIVISION",no,"cobrun: unsupported: no PROCEDURE DIVISION"
376,"COBOL","SM107A","SM107A.cob",37671968ad829497a3a8a1d820a6b7ea9d5c410b11475e5778d22177e6f1a205,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_MOVE_WITHOUT",no,"cobrun: unsupported: MOVE without TO"
377,"COBOL","SM201A","SM201A.cob",cf2c794d6453605ee59c3ba4b645dd2c6781f9e9cc597bd7036fc6c586969802,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_UNSUPPORTED_LEVEL_NUMBER_COPY",no,"cobrun: unsupported: unsupported level number COPY"
