test_id,number,title,group,pattern,failing_command,classification,reason
0975,975,run_reportwriter.at:4580: 975. Duplicate INITIATE,run_reportwriter.at:4580,COBCRUN_DIRECT ./prog (launcher run),DD_PRINTOUT=./report.txt $COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: DD_PRINTOUT=./report.txt $COBCRUN_DIRECT ./prog
0976,976,run_reportwriter.at:4646: 976. Missing INITIATE and GENERATE,run_reportwriter.at:4646,COBCRUN_DIRECT ./prog (launcher run),DD_PRINTOUT=./report.txt $COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: DD_PRINTOUT=./report.txt $COBCRUN_DIRECT ./prog
0977,977,run_reportwriter.at:4706: 977. Missing INITIATE and TERMINATE,run_reportwriter.at:4706,COBCRUN_DIRECT ./prog (launcher run),DD_PRINTOUT=./report.txt $COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: DD_PRINTOUT=./report.txt $COBCRUN_DIRECT ./prog
0978,978,run_reportwriter.at:4760: 978. Next Group Next Page,run_reportwriter.at:4760,COBCRUN_DIRECT ./prog (launcher run),DD_TEMPFILE=./inp_data DD_REPORTFILE=./report.txt $COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: DD_TEMPFILE=./inp_data DD_REPORTFILE=./report.txt $COBCRUN_DIRECT ./prog
0979,979,run_reportwriter.at:9083: 979. Report PRESENT AFTER,run_reportwriter.at:9083,other,DD_INFILE=./inp_data DD_OREPORT=./report.txt \,CANDIDATE_RUNTIME_FAIL,candidate program run failed (DD_INFILE=./inp_data DD_OREPORT=./report.txt \)
0980,980,run_reportwriter.at:9345: 980. Varying and Nested OCCURS,run_reportwriter.at:9345,other,PRINTOUT=tstdmrp.txt \,ORACLE_XFAIL,both sides expected-failure (suite-marked)
0981,981,run_reportwriter.at:9519: 981. BEFORE REPORTING,run_reportwriter.at:9519,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0991,991,run_functions.at:221: 991. FUNCTION CHAR,run_functions.at:221,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0993,993,run_functions.at:284: 993. FUNCTION CONCAT / CONCATENATE,run_functions.at:284,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0994,994,run_functions.at:331: 994. FUNCTION CONCATENATE with reference modding,run_functions.at:331,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0995,995,run_functions.at:359: 995. FUNCTION BIT-OF and BIT-TO-CHAR,run_functions.at:359,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0996,996,run_functions.at:416: 996. FUNCTION HEX-OF and HEX-TO-CHAR,run_functions.at:416,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0997,997,run_functions.at:547: 997. FUNCTION CONTENT-LENGTH,run_functions.at:547,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0998,998,run_functions.at:581: 998. FUNCTION CONTENT-OF,run_functions.at:581,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0999,999,run_functions.at:656: 999. FUNCTION as CALL parameter BY CONTENT,run_functions.at:656,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1002,1002,run_functions.at:739: 1002. FUNCTION CURRENT-DATE,run_functions.at:739,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1004,1004,run_functions.at:835: 1004. FUNCTION DATE-TO-YYYYMMDD,run_functions.at:835,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1006,1006,run_functions.at:885: 1006. FUNCTION DAY-TO-YYYYDDD,run_functions.at:885,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1009,1009,run_functions.at:969: 1009. FUNCTION EXCEPTION-LOCATION,run_functions.at:969,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1010,1010,run_functions.at:1057: 1010. FUNCTION EXCEPTION-STATEMENT,run_functions.at:1057,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1011,1011,run_functions.at:1092: 1011. FUNCTION EXCEPTION-STATUS,run_functions.at:1092,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1017,1017,run_functions.at:1292: 1017. FUNCTION FORMATTED-DATE with ref modding,run_functions.at:1292,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1018,1018,run_functions.at:1317: 1018. FUNCTION FORMATTED-DATETIME,run_functions.at:1317,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1019,1019,run_functions.at:1374: 1019. FUNCTION FORMATTED-DATETIME with ref modding,run_functions.at:1374,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1020,1020,run_functions.at:1400: 1020. FUNCTION FORMATTED-TIME,run_functions.at:1400,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1021,1021,run_functions.at:1487: 1021. FUNCTION FORMATTED-TIME DP.COMMA,run_functions.at:1487,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1022,1022,run_functions.at:1518: 1022. FUNCTION FORMATTED-TIME with ref modding,run_functions.at:1518,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1024,1024,run_functions.at:1574: 1024. FUNCTION HIGHEST-ALGEBRAIC,run_functions.at:1574,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1025,1025,run_functions.at:1642: 1025. FUNCTION INTEGER,run_functions.at:1642,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1030,1030,run_functions.at:1801: 1030. FUNCTION LENGTH,run_functions.at:1801,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1034,1034,run_functions.at:1965: 1034. FUNCTION LOCALE-TIME-FROM-SECONDS,run_functions.at:1965,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1037,1037,run_functions.at:2039: 1037. FUNCTION LOWER-CASE,run_functions.at:2039,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1039,1039,run_functions.at:2093: 1039. FUNCTION LOWEST-ALGEBRAIC,run_functions.at:2093,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1046,1046,run_functions.at:2286: 1046. FUNCTION MOD (invalid),run_functions.at:2286,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1050,1050,run_functions.at:2401: 1050. FUNCTION MODULE-ID,run_functions.at:2401,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1051,1051,run_functions.at:2422: 1051. FUNCTION MODULE-PATH,run_functions.at:2422,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1053,1053,run_functions.at:2468: 1053. FUNCTION MODULE-TIME,run_functions.at:2468,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1054,1054,run_functions.at:2493: 1054. FUNCTION MONETARY-DECIMAL-POINT,run_functions.at:2493,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1055,1055,run_functions.at:2516: 1055. FUNCTION MONETARY-THOUSANDS-SEPARATOR,run_functions.at:2516,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1056,1056,run_functions.at:2539: 1056. FUNCTION NUMERIC-DECIMAL-POINT,run_functions.at:2539,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1057,1057,run_functions.at:2562: 1057. FUNCTION NUMERIC-THOUSANDS-SEPARATOR,run_functions.at:2562,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1058,1058,run_functions.at:2585: 1058. FUNCTION NUMVAL,run_functions.at:2585,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1059,1059,run_functions.at:2658: 1059. FUNCTION NUMVAL-C,run_functions.at:2658,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1060,1060,run_functions.at:2719: 1060. FUNCTION NUMVAL-C DP.COMMA,run_functions.at:2719,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1067,1067,run_functions.at:2888: 1067. FUNCTION RANDOM,run_functions.at:2888,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1068,1068,run_functions.at:2910: 1068. FUNCTION RANGE,run_functions.at:2910,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1069,1069,run_functions.at:2932: 1069. FUNCTION REM (valid),run_functions.at:2932,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1070,1070,run_functions.at:2954: 1070. FUNCTION REM (invalid),run_functions.at:2954,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1072,1072,run_functions.at:3004: 1072. FUNCTION REVERSE with reference modding,run_functions.at:3004,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1073,1073,run_functions.at:3027: 1073. FUNCTION SECONDS-FROM-FORMATTED-TIME,run_functions.at:3027,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1075,1075,run_functions.at:3104: 1075. FUNCTION SIGN,run_functions.at:3104,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1080,1080,run_functions.at:3238: 1080. FUNCTION SUBSTITUTE,run_functions.at:3238,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1081,1081,run_functions.at:3265: 1081. FUNCTION SUBSTITUTE with reference modding,run_functions.at:3265,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1083,1083,run_functions.at:3316: 1083. FUNCTION SUBSTITUTE-CASE with reference mod,run_functions.at:3316,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1089,1089,run_functions.at:3531: 1089. FUNCTION TEST-FORMATTED-DATETIME with times,run_functions.at:3531,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1090,1090,run_functions.at:3612: 1090. FUNCTION TEST-FORMATTED-DATETIME with datetimes,run_functions.at:3612,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1091,1091,run_functions.at:3665: 1091. FUNCTION TEST-FORMATTED-DATETIME DP.COMMA,run_functions.at:3665,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1093,1093,run_functions.at:3857: 1093. FUNCTION TEST-NUMVAL-C,run_functions.at:3857,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1096,1096,run_functions.at:4083: 1096. FUNCTION TRIM with reference modding,run_functions.at:4083,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1099,1099,run_functions.at:4161: 1099. FUNCTION UPPER-CASE with reference modding,run_functions.at:4161,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1101,1101,run_functions.at:4216: 1101. FUNCTION WHEN-COMPILED,run_functions.at:4216,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1102,1102,run_functions.at:4270: 1102. FUNCTION YEAR-TO-YYYY,run_functions.at:4270,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1104,1104,run_functions.at:4375: 1104. FORMATTED-(DATE)TIME with SYSTEM-OFFSET,run_functions.at:4375,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1107,1107,run_functions.at:4457: 1107. User-Defined FUNCTION with/without parameter,run_functions.at:4457,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1108,1108,run_functions.at:4508: 1108. UDF in COMPUTE,run_functions.at:4508,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1112,1112,run_extensions.at:72: 1112. Numeric Boolean literals,run_extensions.at:72,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1115,1115,run_extensions.at:188: 1115. Hexadecimal numeric literals,run_extensions.at:188,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1116,1116,run_extensions.at:217: 1116. Semi-parenthesized condition,run_extensions.at:217,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1117,1117,run_extensions.at:237: 1117. ADDRESS OF,run_extensions.at:237,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1118,1118,run_extensions.at:287: 1118. LENGTH OF,run_extensions.at:287,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1119,1119,run_extensions.at:451: 1119. SET TO SIZE OF,run_extensions.at:451,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1120,1120,run_extensions.at:488: 1120. WHEN-COMPILED,run_extensions.at:488,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1121,1121,run_extensions.at:517: 1121. Complex OCCURS DEPENDING ON (1),run_extensions.at:517,other,,CANDIDATE_UNSUPPORTED,candidate failed at an unclassified boundary: 
1122,1122,run_extensions.at:546: 1122. Complex OCCURS DEPENDING ON (2),run_extensions.at:546,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1127,1127,run_extensions.at:846: 1127. OCCURS UNBOUNDED (1),run_extensions.at:846,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1128,1128,run_extensions.at:908: 1128. OCCURS UNBOUNDED (2),run_extensions.at:908,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./ALLOC,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./ALLOC
1129,1129,run_extensions.at:1048: 1129. INITIALIZE OCCURS UNBOUNDED,run_extensions.at:1048,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1132,1132,run_extensions.at:1463: 1132. DEPENDING ON with ODOSLIDE for IBM,run_extensions.at:1463,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1133,1133,run_extensions.at:1568: 1133. INITIALIZE level 01 OCCURS,run_extensions.at:1568,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1139,1139,run_extensions.at:1914: 1139. CALL BY VALUE numeric literal with SIZE IS,run_extensions.at:1914,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1142,1142,run_extensions.at:2126: 1142. Quoted PROGRAM-ID,run_extensions.at:2126,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1143,1143,run_extensions.at:2149: 1143. PROGRAM-ID AS clause,run_extensions.at:2149,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1148,1148,run_extensions.at:2374: 1148. PROCEDURE DIVISION CHAINING,run_extensions.at:2374,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog X ABCD,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog X ABCD
1149,1149,run_extensions.at:2497: 1149. STOP RUN RETURNING/GIVING,run_extensions.at:2497,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog1,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog1
1150,1150,run_extensions.at:2553: 1150. GOBACK/EXIT PROGRAM RETURNING/GIVING,run_extensions.at:2553,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1152,1152,run_extensions.at:2654: 1152. ASSIGN to KEYBOARD/DISPLAY,run_extensions.at:2654,COBCRUN_DIRECT ./prog (launcher run),cat TEST-FILE | $COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: cat TEST-FILE | $COBCRUN_DIRECT ./prog
1153,1153,run_extensions.at:2712: 1153. SORT ASSIGN KEYBOARD to ASSIGN DISPLAY,run_extensions.at:2712,COBCRUN_DIRECT ./prog (launcher run),cat TEST-FILE | $COBCRUN_DIRECT ./prog,ORACLE_XFAIL,both sides expected-failure (suite-marked)
1154,1154,run_extensions.at:2774: 1154. Environment/Argument variable,run_extensions.at:2774,COBCRUN_DIRECT ./prog (launcher run),TEST_ENV=OK $COBCRUN_DIRECT ./prog CHECKPAR,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: TEST_ENV=OK $COBCRUN_DIRECT ./prog CHECKPAR
1155,1155,run_extensions.at:2820: 1155. 78 Level (1),run_extensions.at:2820,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1156,1156,run_extensions.at:2843: 1156. 78 Level (2),run_extensions.at:2843,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1157,1157,run_extensions.at:2869: 1157. 78 Level (3),run_extensions.at:2869,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1166,1166,run_extensions.at:3335: 1166. System routine C$JUSTIFY,run_extensions.at:3335,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
1167,1167,run_extensions.at:3360: 1167. System routine C$PRINTABLE,run_extensions.at:3360,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
